This file was generated using SpermQ_Evaluator, a java application by Jan Niklas Hansen (© 2017 - 2020) (for credits see: https://github.com/IIIImaging/SpermQ_Evaluator).
Date of processing:	2021-02-15	21:11:42

This file contains the kymograph results for the parameter head coordinates:
	Rabbit delta 78 heterozygote014_SpQP_spq_210215_204725		
1.365000	97.349998	77.550003	0.000000
1.370000	73.150002	85.800003	0.748442
1.375000	107.514397	38.194801	0.762908
1.380000	64.349998	91.849998	0.919976
1.385000	76.466599	88.416565	0.802893
1.390000	41.250000	102.849998	0.944532
1.395000	79.199997	36.849998	0.733962
1.400000	85.624565	69.455269	0.743551
1.405000	79.166527	74.766525	0.604643
1.410000	92.949997	73.699997	1.325097
1.415000	87.561798	79.877769	1.305973
1.420000	89.650002	71.500000	-0.155181
1.425000	89.402985	76.629478	1.924470
1.430000	77.107506	86.081787	0.678392
1.435000	70.217300	85.617302	1.726559
1.440000	40.700001	102.300003	0.619059
1.445000	74.250000	81.400002	1.010399
1.450000	73.150002	74.800003	0.377036
1.455000	83.717827	82.197479	0.912046
1.460000	81.860443	69.923500	0.756261
1.465000	86.077316	84.233192	0.747863
1.470000	86.349998	110.000000	2.711238
1.475000	66.796181	68.315269	0.862602
1.480000	89.151787	82.520714	0.641428
1.485000	70.820541	65.197678	0.914463
1.490000	74.250000	33.000000	0.299454
1.495000	74.250000	66.000000	0.470813
1.500000	73.150002	78.650002	1.636412
1.505000	103.949997	124.849998	0.670135
1.510000	59.400002	90.750000	1.649693
1.515000	85.375961	75.400383	0.643114
1.520000	90.892715	65.535629	0.655138
1.525000	59.400002	84.699997	1.048645
1.530000	89.023201	65.384171	0.698505
1.535000	84.165436	92.404633	1.661150
1.540000	83.050003	92.949997	1.486198
1.545000	78.588120	72.006683	0.767483
1.550000	79.520638	68.232063	0.746879
1.555000	106.150002	31.900000	0.694081
1.560000	90.199997	84.150002	0.497511
1.565000	81.888733	63.225494	0.622652
1.570000	70.949997	89.099998	0.692541
1.575000	105.050003	32.450001	0.627458
1.580000	89.557236	107.293091	1.775750
1.585000	82.835152	81.335548	0.682587
1.590000	84.317680	78.650002	0.693898
1.595000	85.056488	86.935646	0.825075
1.600000	85.934555	87.490364	0.669415
1.605000	86.536758	88.624702	0.763146
1.610000	89.172195	84.171661	0.624418
1.615000	83.599998	114.400002	2.405902
1.620000	86.131477	111.285797	1.831555
1.625000	70.400002	63.799999	1.192397
1.630000	90.199997	100.650002	0.473379
1.635000	38.500000	92.949997	0.582575
1.640000	79.654144	88.602486	0.688090
1.645000	92.631424	69.053558	0.755441
1.650000	57.200001	90.750000	0.684845
1.655000	87.224838	72.828339	0.703769
1.660000	77.150330	84.300331	0.717206
1.665000	75.841431	83.009003	0.683198
1.670000	85.250000	91.300003	1.423277
1.675000	81.949997	69.849998	0.640884
1.680000	79.153931	73.351570	0.733453
1.685000	59.799370	95.654808	0.546952
1.690000	78.697868	76.509789	0.709851
1.695000	78.228745	83.638626	0.833254
1.700000	70.400002	86.900002	4.467334
1.705000	79.501900	88.000000	0.688583
1.710000	81.705093	79.199997	0.772297
1.715000	81.432266	91.859680	0.891519
1.720000	84.365326	85.666130	0.876395
1.725000	84.234451	91.875336	0.707066
1.730000	85.938850	90.255539	0.727569
1.735000	86.374886	91.309952	0.638950
1.740000	88.111710	89.694687	0.524564
1.745000	86.900002	112.199997	1.944805
1.750000	87.946739	91.246735	0.581205
1.755000	88.709183	110.347282	1.505971
1.760000	85.950737	91.405518	0.672351
1.765000	84.351265	90.890884	0.788853
1.770000	83.102943	90.252945	0.786981
1.775000	83.050003	88.000000	0.847683
1.780000	83.958969	85.370186	0.786636
1.785000	88.193771	77.685638	0.694589
1.790000	81.396622	84.697632	0.550212
1.795000	87.151550	76.076088	0.557482
1.800000	77.043991	86.380791	0.695323
1.805000	75.748863	85.709320	0.696846
1.810000	76.942558	81.359795	0.571977
1.815000	78.080452	76.442177	0.730253
1.820000	75.575279	80.917580	0.709515
1.825000	74.584328	88.550003	0.582119
1.830000	75.422943	93.500000	0.558337
1.835000	76.606827	94.647049	0.533994
1.840000	78.994080	86.900002	0.692757
1.845000	88.600342	111.500862	2.138148
1.850000	81.742157	85.800003	0.726531
1.855000	88.810837	109.913254	1.387931
1.860000	84.732033	89.662811	0.719106
1.865000	86.053055	89.801834	0.737777
1.870000	85.619240	94.437317	0.780633
1.875000	84.975945	96.360374	0.770890
1.880000	88.000000	111.650002	1.706818
1.885000	84.781654	96.857162	0.738194
1.890000	85.148026	95.598022	0.734296
1.895000	85.173447	93.423447	0.740848
1.900000	84.150002	92.400002	0.875404
1.905000	85.922035	88.012207	0.706515
1.910000	84.176025	89.126030	0.758109
1.915000	81.786316	90.036316	0.804075
1.920000	76.449997	95.150002	0.616475
1.925000	75.087151	95.264862	0.656169
1.930000	74.492958	94.195770	0.641634
1.935000	72.642067	95.162621	0.701056
1.940000	73.722305	90.758919	0.645466
1.945000	81.949997	96.800003	1.448167
1.950000	77.350319	79.305099	0.530084
1.955000	78.891830	75.457481	0.760785
1.960000	73.320427	91.698174	0.672805
1.965000	74.250000	95.150002	0.601491
1.970000	88.000000	111.650002	3.442679
1.975000	76.716728	96.880020	0.636421
1.980000	77.817764	97.430328	0.753272
1.985000	79.921066	94.617104	0.566336
1.990000	81.049072	92.400002	0.796968
1.995000	89.869095	110.857635	1.311860
